1553394_a_at,1553434_at,1553602_at,1555745_a_at,1555778_a_at,1558034_s_at,200795_at,201525_at,201744_s_at,201852_x_at,202018_s_at,202036_s_at,202037_s_at,202376_at,202403_s_at,202404_s_at,202917_s_at,203290_at,203535_at,203757_s_at,203915_at,203963_at,203980_at,204304_s_at,204320_at,204351_at,204475_at,204533_at,204602_at,204623_at,204667_at,204846_at,204913_s_at,205009_at,205030_at,205044_at,205048_s_at,205081_at,205225_at,205239_at,205242_at,205440_s_at,205509_at,205713_s_at,205890_s_at,205916_at,205941_s_at,206165_s_at,206378_at,206392_s_at,206509_at,206799_at,207175_at,207802_at,209138_x_at,209173_at,209242_at,209309_at,209351_at,209374_s_at,209395_at,209396_s_at,209560_s_at,209613_s_at,209875_s_at,209942_x_at,210809_s_at,211122_s_at,211161_s_at,211430_s_at,211644_x_at,211645_x_at,211657_at,212094_at,212592_at,212671_s_at,213680_at,213831_at,213975_s_at,214079_at,214451_at,214612_x_at,214677_x_at,214768_x_at,214774_x_at,215076_s_at,215121_x_at,215176_x_at,215379_x_at,215729_s_at,216623_x_at,217022_s_at,217428_s_at,217528_at,218002_s_at,218963_s_at,219087_at,219197_s_at,219580_s_at,220414_at,220625_s_at,221651_x_at,221671_x_at,222242_s_at,222484_s_at,223044_at,223062_s_at,223122_s_at,223631_s_at,223861_at,223864_at,224795_x_at,226147_s_at,226192_at,227198_at,227253_at,227702_at,227742_at,228241_at,228554_at,229150_at,229152_at,229580_at,229975_at,232286_at,234764_x_at,237086_at,237339_at,237395_at,238481_at,240304_s_at,242579_at,243241_at,37892_at,AFFX-HUMRGE/M10098_5_at
4.23387373336544,3.26540387756919,5.5503692097056,7.97858705385067,10.1499909467525,8.47208883476261,9.25372900754057,4.86976061093432,10.3932785566533,11.7966151358936,12.1169492349709,9.17275743849441,8.99503287502183,10.8596982633756,12.5773768140655,12.1652469617115,12.3297256599766,4.41899130268788,11.2147624255877,4.54521082598794,10.478610747979,4.76809040135141,4.2982043921835,9.84351406413811,8.78733963581281,6.90405989532575,6.99881901980236,10.9291297396411,5.96729165126006,4.97797796315466,3.40128910617789,7.94457946560867,8.19922460923315,4.01994591521417,7.15297191901396,10.0188341140567,8.65587446514445,7.9232288897754,6.17041878768507,3.91983229043928,7.90783282958738,4.09360108314234,3.53073354053626,5.41978068494039,10.9008787446382,7.11461488206913,7.77378732111478,3.09979892404967,3.18823405713103,7.05901168372072,4.38356484863004,3.5141287224086,3.50261932190779,3.17005014927414,13.8516549132787,4.59828654371207,9.59723294586297,5.26702925585627,5.46182545695407,9.72426085744798,10.6228265892391,10.4552981683227,3.85111034552817,2.68696359194419,10.0436129571815,3.6801325431317,11.4915887195103,7.65927937092172,10.8413372384765,14.3086532743942,12.9099834045158,9.81875421355777,4.64836599573313,9.84277020362925,8.88354461632659,11.6010651337738,8.21843884189007,9.89283396066955,10.8270232466767,3.00200705028085,3.98667809817673,3.42427361722,13.8141079867799,9.91833247490506,2.96700452624801,12.3709895607489,13.7443143152654,12.3384559835473,12.6342277045543,4.46681843297002,2.74706198871044,11.990510031621,7.01076190662496,3.19114526057709,6.95883194504504,6.71669547980814,8.56794081300318,4.36441744922148,4.12414223517357,5.78403670110898,8.13674438898843,14.406203428584,14.4536815092904,4.69371490055229,7.29160945365168,9.52927764050286,11.0359717973428,10.1000997329985,4.8066881325898,7.38647893927457,4.47213888416981,14.3700760633006,5.73948192519645,4.20130730794289,5.09810523407656,7.70465421263647,3.44386482530405,3.85293050386187,3.56193383031828,4.17883668755601,4.82030327543701,13.500823742123,3.5988176070594,7.53792989098237,5.20422809637769,11.0499983878601,3.19676245432156,3.42170951586486,3.06284217861799,6.04161545423782,5.41718630491317,7.76547112352985,3.41079772641545,9.24712845328571,14.7509049606984
4.36528942029392,3.03945056493332,5.08213073188933,8.20966868828079,10.5650700117904,10.8855852503521,8.72352853954809,10.443652126873,10.5559135532493,11.9942203168008,13.7981527323896,11.4556136189807,11.3547151403317,12.2537555484996,12.8272106188279,12.3475891598182,12.1236065106261,4.76658861339925,11.2142849308396,6.57074820799094,9.07242140732086,6.292866914642,3.93489935590634,12.1374259224545,9.1585755851249,10.5584432125046,8.54126904959343,12.1134026341882,3.87451311204514,5.418773969149,3.42473170983124,10.794347850749,8.02290725305379,4.11890396328292,11.4496570384133,12.2833911283853,5.44029598564567,6.77242939188352,4.40827057016584,4.60289001272693,8.31514881028051,6.74398487532932,4.02085069539749,7.04132235364964,10.8049083751826,6.7082889941866,7.17019509427602,3.38324459499454,4.31921627395843,11.5541573186767,4.83865306742301,5.30581728263227,3.0677994170869,3.19101579843421,10.7048103481023,6.8353321462769,3.11779132107439,9.59135012279365,10.7806389969636,8.59721489166801,12.0186847370488,11.8151531561184,3.71996015239878,2.81178874718812,12.6905241725725,3.4304126483671,11.929548795108,10.0093062516565,11.5070006410766,11.2713430632053,8.37025844398968,6.58307000331157,6.74028760909988,9.45221823409677,7.728129313396,11.0600906335137,11.4851965709054,10.6679667825598,11.0906393324542,2.89802464888289,4.10187770574329,3.20436204192204,10.8265570884243,6.50250272347466,4.81120286399243,12.6171154112814,10.8955375965077,8.85796963062617,9.83246730279555,8.53803129513378,4.75207389829261,9.28036295773204,6.2527595078384,3.18311428628557,4.45643377424031,10.8011240377697,9.00127306361388,4.40573455187539,7.68199447384674,8.88860350013936,12.20234253563,12.1815426759733,12.2451741674437,8.7692752751828,4.26338564329443,7.12503030069696,10.0562594943929,9.56961577624188,4.9719104017329,10.438806117056,4.22661780297193,12.3126789742726,6.11673137466206,4.30755153859456,4.08067991555559,10.5328811654851,3.25513506818178,5.1688572334833,3.75182203252293,3.76509109029207,4.54623323909352,14.0901569288047,3.50336678461123,4.17920530922366,4.76312868076263,7.0260882827548,3.58953320973935,3.85442943586687,3.43315349712776,8.76848506010807,9.04094195196959,3.9531165856615,3.52769554947654,9.70934983475347,9.93835665114239
3.96863597576388,3.21880570300334,5.0585420502769,7.06909085446077,6.45841914571375,6.68180895609833,7.79037082919129,4.99494034209464,7.22827406160228,8.40139276029201,4.27826303441738,11.9330901032726,12.0314497055699,12.4517916633293,9.40508366765487,8.51850292323163,8.52076805630079,9.09329627203275,7.55924106586944,4.01288679227758,8.74526814666856,4.22581895643078,3.93428220671155,10.8700443404457,5.13181333317766,8.89052901536089,3.42853942467198,10.143119155224,10.4938789710566,5.75378266146512,4.44177328701787,5.68493935571133,3.05759366526756,4.4673871721661,11.407282248675,10.7928086491581,10.6382232101066,7.53660441651971,5.75918664244628,4.02089820903739,6.70065927921068,2.49400698341853,3.77240684786272,4.37591930460474,8.57756634544666,2.94168241629534,4.38259967113685,3.2223235070396,3.41309672975353,10.1261169487925,4.54111217465446,3.56139872484815,3.29354596805746,2.86648182865373,12.3102101759112,4.0203007943213,11.521909321769,11.3470295252133,5.11240866589442,9.18527200589844,12.0717374240382,12.0295163537679,3.78431375728765,2.93672218369301,11.856146248958,3.23129663242402,8.35579754672019,7.17846342833986,8.04931898719104,13.365261635294,11.6293732027352,7.91073317206742,4.72369156761409,11.6662026214938,8.79075615268391,10.3909323715881,9.34977733551593,9.04753576845722,10.4672122582573,4.63805877426338,3.78116486029556,3.38802236600803,12.4801199459745,7.30389954203984,2.8838076287073,9.35295151828421,12.3761220836539,9.64909662269254,11.4019116082158,10.2666465647436,2.69381635019444,9.69608604314507,3.44941572677168,2.97616803657055,4.47271573544905,10.2687241750876,5.63666713099871,4.14523838674079,3.95208053571611,5.31480577041447,9.92120267075251,13.3717960539968,13.4231680692304,8.8706333445676,3.4653130636292,6.45805608705073,12.3714264139842,5.07591827797706,4.54550361838314,7.64496395359034,4.73180399695717,13.4342638535228,3.61294167759551,3.85242736717176,3.36127767927069,5.06765426319582,3.30927242810109,3.56974429345702,3.47209341611418,4.10718218839275,5.20346565453902,13.8527671697488,3.88646293973677,8.48772322277549,4.42646015397909,8.03724208138832,3.59071992589239,3.91405625842726,2.94617562885398,11.1630679061578,4.71566253829253,8.24742674312972,3.73686994644323,5.28600288470158,13.6059014551912
3.95711306682523,3.12355126903443,4.94142992097568,10.8287370882118,10.4728138551054,4.9250680736861,9.53337642293056,9.25177259149378,11.0599591186464,12.1534532394358,7.89115228553113,6.58208734921286,6.05454238028751,10.0322590656127,12.9157451151277,12.3167870390094,10.9892326206437,11.1523513250848,10.3102421188996,7.35795290196708,12.221135582815,6.67566764777655,4.61573387557589,5.47159481683387,7.78742760606588,9.27465289859462,10.0458424364017,11.9579739250154,3.43810147509733,5.45822100201174,3.57186446323184,5.11191812713772,7.74923203953296,4.05420634353887,3.99849984853532,11.6629403022666,4.4183727282927,7.3929010592293,5.81620204785909,4.44875927258953,10.3023478131566,2.40657985537305,3.42839133590415,4.69046421942249,11.9353624789803,9.38141238831367,7.38498039856681,3.78133593647091,3.31864747329923,12.2913558565818,4.23775087244397,3.49576224587468,3.39086953382182,3.08677117383636,14.1579355331111,6.7341652985129,3.25367747961929,4.07092049755597,10.5946843710633,13.1923859439755,11.7717571818091,11.5970845413621,3.70373829711639,2.96931776863542,9.75002772712546,3.62291760190885,11.9492743743534,10.0607195223166,11.7194088591411,14.2531105708559,12.4943332938481,11.0487097071043,7.73812517106971,3.79328708292866,11.2107880169157,12.1547149710429,9.85275400668861,11.1927691639361,12.5459779161737,3.02906683250717,3.83969289260151,3.70247199642438,14.187648589927,10.9581593066076,3.15324863084278,12.7835913339414,13.9743377558631,13.4244183033282,12.9653633453663,7.36547817126352,2.63848086422462,12.3408211700185,6.30330031898516,3.474299271184,9.0451809025883,8.60083675124709,7.41833898247827,4.43879452787181,3.65198051314009,8.70342902556755,4.00230828212903,14.3701862764736,14.3595506894443,10.1117862981319,9.25335845691414,11.2638615584215,10.0442680139309,10.065508394023,7.2869608054071,8.20823499147842,4.54199883652425,14.3923692081722,4.13104537426552,3.877250878619,3.71370159135313,5.12648892176907,3.96852060115928,4.10727554342393,4.265175091695,4.79904380215289,6.62794031909729,12.4992553077346,3.41945924805797,3.62905891793721,4.78545795470694,9.79155701645195,3.07731597185569,3.8750990223733,3.64278537602117,5.30758327351464,4.04174180494285,3.75674372374303,3.38392515996704,8.13778038317938,12.1460827973213
4.17274333843746,3.37937664107947,4.55340230395825,9.64456085859136,10.3361548162766,8.03315729516879,9.71114067598673,5.77034848127013,11.1164815925478,11.9717515181145,9.70324566927956,10.7626147763595,10.4166986888484,9.65756333976413,12.8532616104181,12.2919203975991,9.76601603423657,4.68458026290248,8.32257824798196,4.17729937826101,11.649578423676,7.22038942685443,3.90447691882485,9.42655312800258,9.07313267540736,6.66521415889843,10.7799239416507,11.3925116747727,3.34380536128476,4.77345443830569,4.00901224251365,7.67877902703986,7.38877915912995,3.9260959472269,10.7707094305914,12.3452311086204,5.06713465638043,9.25245323526926,5.41806458157644,3.61936399219661,10.1192732114339,4.81832486016804,3.67347927924804,6.62150398570904,11.5278153006707,4.06284815948128,8.19943944923472,3.03926415480991,3.05877526265109,10.8879551261335,4.87328172570192,3.49909038173712,3.11521944940443,3.06575672408066,13.2964320989955,4.83449323790933,3.29505657072168,4.74986363929884,6.1445847768541,12.1350564108944,9.93442207008372,9.59970949957731,3.67510246337037,3.15382922840634,13.299830464533,3.3878796112191,11.7373888597489,9.40422200478461,11.4300559758505,13.4604600471683,11.1107414555447,9.20236312045067,4.71631603227701,5.17236112765192,10.8338490047726,11.5956452737498,8.22593636336099,11.3691566459198,12.2682467769715,4.0393811787955,3.72439254374956,3.09432263055274,13.4289360305254,9.39003752216,2.98839141106372,12.651736575925,13.4008839801148,11.2858382622111,12.144410621684,4.42729529191392,2.74099136326454,12.6957339548336,7.49179560218057,3.15801191250718,9.15051987393273,6.02439810691046,7.26581473130168,4.12563764460476,3.77757453844954,5.70865578504191,5.90119792307465,13.843948415416,13.8919249560553,5.00815769924605,9.73728097464418,8.74550508314768,11.5067159367665,10.8150422179687,5.7511424754594,6.63254685850919,4.78741079609707,13.9239474114358,6.54706684777199,4.62613087029188,4.18253668254589,6.83404878397496,3.33015578374772,4.1796875740334,5.04991188553713,4.22607310059609,5.71025136604852,7.24878946557761,4.50136546361775,6.35700546012205,4.88762672528723,9.56408884455315,3.29309742591853,3.85104654861191,3.2005954917958,7.45180369317712,4.32415894259899,6.24065496203143,3.53032032850638,9.57270068318915,12.5984555734318
4.52855920976325,3.2813585795975,4.58642848626812,6.78244877246847,11.3990757787462,3.87626061941215,9.68987693271047,6.65066055725118,11.4135027866502,12.9574487635222,4.51640433307748,8.92658035199725,8.64954242098783,5.18187415940679,13.8816256612929,13.2003727581285,7.48409820256141,9.82638969347405,7.09082893479825,4.26151178792104,10.5425003038572,6.18239128899141,5.63289909057302,8.73919450844214,10.2302473930115,5.14085286568259,5.79744579473145,9.82323622983742,4.1015460018221,6.12763888104622,4.41976364829735,3.70487346001537,10.3191382183389,4.28887144954465,3.85519809571429,3.40078954295384,5.6202559684352,8.93478652376774,4.32389589736759,4.1068926353334,7.63269298448352,4.06504027341789,3.57186446323184,5.81358150698949,8.01144768125019,3.13137792689751,7.64949819237594,3.2222830979484,3.14340793569026,6.52847465431833,4.18828005786763,3.56480650131267,3.24625492283525,2.97600062554091,12.2813059093721,4.32836592716589,10.6625840384409,3.84055247217293,4.47771167564346,7.2991889175744,8.10468536526118,7.53157092289656,13.3481986566038,3.19179582392729,12.7624659559044,3.51505323086967,12.5268481959182,7.20345028200866,12.0255020472944,12.8884096316038,9.82045472094465,7.24175766250505,4.29815303801861,11.6965562555618,8.67987982434777,11.1185000783298,4.12895003213436,4.05160706365625,11.4696887833693,4.07438009813455,5.36661993104061,3.36476629408012,12.5191318664318,8.19586608504623,5.02923354820453,13.4885823745616,12.3465309690447,9.47481747669414,11.3574276522358,3.08612690283805,5.18048156712791,10.2865254650116,6.87103978267576,3.10557675493348,7.51915160160942,3.72244712440339,10.1201930871995,6.98902896413587,3.50108787642842,4.76357952074912,3.98949213156983,12.7444604808722,12.9612007603264,4.20667745778623,7.47912664424434,9.00706184116173,10.4006402791941,10.5239742945236,4.65953159838759,7.88270218728675,4.17177212021689,12.8234587734854,3.4081276518809,3.83124101981371,8.72868709005281,4.40316068215285,5.85217301055366,3.6993801828565,3.70523058544784,3.82849732989317,4.9938730371888,3.81052647265469,3.95820345262748,7.00397748071204,8.29601589923217,7.21281612565494,3.03458935864565,4.06775109487797,3.49927997162374,8.29268214377217,3.43376540855099,6.93502338222721,3.46493109233465,11.1120315377394,11.6816756920351
4.46901306908154,3.13049718314649,13.7262899219199,5.93674130204211,10.8521000157651,4.3155219265818,9.92207924553341,4.52054149870808,10.5599970689975,12.2004191043135,4.93586124786273,12.6140992587889,12.5411785778377,7.25293063395807,12.7432150564786,12.484257291993,6.61866267644744,4.41257156556979,6.52317944605467,4.94145733219829,5.12159106584288,7.19750855413516,6.22955242675256,7.02559336872268,8.53166585167904,4.65853116624332,4.4861260975762,4.81029519270427,8.16310660370556,5.00028874872477,3.61200531560336,4.02347424113238,8.56190887995857,3.94609841388775,6.10528269908153,3.87929178721562,5.02503266340928,8.2343483212364,3.77234115428976,3.82321611101011,3.22189675046065,10.3937985051662,3.79641329543802,6.79020008007616,4.04703116218559,3.12946820088926,6.6599206925306,3.24105624223614,10.8780190576396,8.25264395181278,5.36805837658335,6.51563996546474,3.24149064766064,3.21617955107502,8.99252246754619,3.74590755840033,3.5060329054155,10.5279587985721,4.26635135095999,5.90491820449735,11.1474340724567,10.878817595909,7.79013434142276,2.679091855104,9.55734195080779,3.24963138483954,12.0273736302521,2.92326616019043,11.6601372972209,9.77642925580927,7.03216499503791,4.79299031445285,5.19658305952072,10.8193174705625,4.60083819412787,8.31593474296273,4.65021540833421,7.66374378199291,9.10907043730091,2.91431334762336,4.02397358225855,3.03286305275735,9.15741426139176,5.48232218632409,3.43861116526312,12.6965697062502,9.07926795895928,6.57035394492338,8.16928234218589,4.37968022711893,3.13481861142717,7.66564005106965,5.65739247657031,2.97802479466832,4.98286039267569,4.78663191923157,8.8704264996248,4.23787686188056,3.66205942485306,4.66352611061882,11.3904505721852,10.4804284585476,10.5814657188738,6.78176979221124,4.79879911068798,9.4059470893421,6.95320873951112,9.31382996622887,4.62168335186214,9.08440456469791,4.222217264697,10.549488853982,3.64170351840435,5.87066596331836,3.6564199837228,4.29697137896374,8.07392814538768,3.44823798482294,3.88459243802806,4.05167336376698,5.51239938223237,3.77796600680006,3.86981448613694,4.2644959008173,4.63320934184176,4.78503110799462,2.92128589687414,3.90208080102365,4.69445715206516,4.39840543730671,4.03367118909977,3.34164853038248,3.79221226975246,9.01354928633138,10.8231853707622
4.30505685375726,3.3388215858721,5.5176623115292,10.676749396629,11.9632221478357,10.1818849871365,9.8397774932966,6.95136431635543,11.8488542118072,12.6275384022221,11.1462066166505,12.2866925471882,12.3076873451975,10.0044800451876,14.0516668812239,13.3799771662021,10.7805309686411,10.4361715328383,9.03777974579666,4.40426783924801,11.7789187957207,6.86169249850815,4.1068017342743,11.4835389786976,9.89427022680181,6.25953135894167,11.1561477007639,11.6252986361006,3.99651907937316,5.01578301708396,3.00973479748738,9.92327830223963,8.38587464750589,4.5182231501241,10.6629476173164,9.39917615520912,4.02186606990076,9.6873581492937,5.3676159894072,4.12400320415253,9.75683583227123,2.39889835661025,3.73275635978534,8.57158492752778,10.6300602058921,5.33826009675297,9.72410351281554,3.44766041928816,5.88239175356635,11.2254184715504,4.96019434036168,3.55832106662763,3.09845818113435,3.01020684712789,14.405642509069,4.63028515083754,10.7574075033077,8.95675697967423,10.8771537115923,12.4051600537158,10.0685151782021,9.75010459463063,3.95691509367472,2.8756889831193,11.9313300200233,3.47721576006558,12.9221499356263,9.49913405936042,11.880853355571,14.4549295307928,12.2814355462869,10.1565414078478,4.93073848588125,10.0231735478376,12.2646589455458,11.7305814642609,11.7089215694728,10.8397116262868,12.4687170581555,2.96677080201561,4.2092249074422,3.13746296334397,14.459493931752,12.9415406557192,6.25522867230223,13.2639061324741,14.1193422961429,12.7124339702982,13.111721575731,6.50991520206301,5.95290623665433,14.4747550529512,9.20205201079553,3.28795303396094,8.63514220634865,8.92528388684688,9.08259869147641,4.77627414955365,4.1351007049064,5.21770760073595,10.2614448718838,14.629532447037,14.6279354282088,10.9254176165578,8.74947187899887,9.64593315398283,8.91673666953117,11.1674624389854,5.38517324223558,3.27702652563352,4.3825356269137,14.5803644396343,3.37411430128873,3.75393938945115,4.72644660006788,8.60975002221115,3.39839846231816,4.10505192995898,3.71163342575521,3.90551215951492,4.4885389472726,9.10225151076916,5.22470788213116,6.5462042100089,4.41178208336683,11.6384944048918,3.00908546871448,4.17242666828906,3.47698621105838,7.35448800104046,5.93107838218904,6.35091999898601,3.66930605985639,10.5578811618917,10.1640192507984
4.53161345750907,3.06662351932045,5.27752091607638,10.0117124887958,11.2774613936733,9.9417386814557,9.50139119037818,6.74651137002416,11.551792752222,12.5256607402462,11.0490861935073,10.3240602377167,10.121194599129,10.4944004615603,13.3142543297045,12.5897228223693,11.9085443415179,4.15703930982241,10.2502694889596,4.18035369680739,10.9806696199441,7.31253629845536,7.67668760463984,13.0565563446358,10.3461755609213,9.95387335469161,11.2585363326651,10.860926663932,3.62746539872748,5.71658294956242,3.54517888852533,9.49179138796074,6.56495841373536,4.1925910723983,11.0285808692032,12.0021869809161,5.41250241004462,7.96863187060814,4.50083907310743,4.12445158465658,8.37074540864531,5.63346600268439,3.34429904909666,7.13722388627692,9.97867018029473,8.25069668989467,8.47403676121993,3.45721568510394,3.50178163908353,9.43911611896799,4.77287742569067,3.19281275378921,4.50222106494101,2.99317958856069,13.9016729000318,4.25866915211676,10.810057071602,10.8764409320697,11.4386201576008,10.3516844746596,11.3065191177853,11.1557107518194,5.57151908235286,3.85197993721417,12.3739467708,3.7725407087334,12.5164202056396,8.40251040343178,11.8670257808877,14.4632510504717,11.9140698679435,11.8598984514223,4.18350425989071,3.7864518051307,10.0327859261667,11.5860749575149,10.0221409797176,9.87357387890597,11.9349223098115,2.73451319198895,4.20941247488584,3.38695655178913,13.9056913452186,13.2853899795172,6.46200628166822,13.2463439476839,13.7573136728978,12.5785878210871,12.742538430672,11.4466211473486,6.11828287954753,11.7676805139965,7.70676544302299,3.10157615614038,7.19068545000084,11.6128169180887,8.89707730019411,4.61326309168943,3.89495411905939,9.13773231395178,10.5103527722841,14.5507892126146,14.5740353982748,8.28342451329172,7.04573592622462,9.11171833582572,6.68500466036669,10.0994594082403,4.5048023757684,9.40986507729453,4.09737074810507,14.5503575187695,3.61021185102747,4.72420264892351,6.8655514628054,8.16489260364917,3.42309558828408,4.31306857944147,3.84186744825206,4.02979122698331,5.64341296951369,8.08342868307955,4.1923878090352,6.91285130982676,5.20125443312854,8.9992049350187,3.26469098825778,3.94188737538758,2.92149641780843,9.11661468377952,3.59131725452414,7.11748671378496,3.49175438135638,11.1292909002519,12.4710787140356
4.65939194924106,3.31818413620864,7.21345558004738,11.5623155286212,10.3127836098511,10.8939190425775,9.43104722342582,8.48027314771252,11.1275196978746,12.1705906968309,13.6436231665387,10.443811305531,10.3735273156859,10.3092756934936,12.3059294014043,11.7938997388773,13.0804060612132,10.4283954796881,11.6373303496542,5.02159569233159,12.2146679173681,6.57216599040952,4.15563073763681,11.3443169525397,6.87661199283603,9.79594238794009,6.23379152609682,12.7976517762288,4.87812627855639,5.84047233549677,3.47648147694801,10.5794912860252,6.36252253629765,4.15771552193079,11.6608459634816,11.75227026487,6.0922749991408,9.26576913873022,4.84426162960867,4.29006307551551,10.7131623639014,2.63575404250424,3.31099978068758,3.98416714296309,11.7366796443773,11.71365177439,5.45261011061226,3.12469648165737,3.12074147775724,11.4379288167595,4.4929732233444,3.42355675579424,3.29499805894065,3.02613589129684,13.835925375407,4.58756297666658,3.10255864960922,12.4702496956112,7.08270031108854,11.5666778471839,11.2071066328043,10.7746181441578,9.34133455580728,2.70613408642562,11.8880057280823,9.81957496631886,11.5855036701123,11.0616394705381,11.3318516525787,14.0577280051532,11.9151205373118,10.5675559707742,5.12232475319488,11.7719888446206,11.8218441151174,11.6729881891931,11.2850084147356,3.65695620726103,12.8860531708688,2.69983068359507,3.65580386359747,9.23511548282621,13.8366285622214,10.6567715156398,4.16351614186936,12.8010498118918,13.8402968200899,12.0612561535334,12.5524595971984,9.72875664146366,3.91950396491673,13.4330307451001,4.36381277425769,3.18671403078129,5.87838754900156,9.21060054664548,5.69740657817179,4.13886435683222,4.85392383616931,9.78095877068395,11.0599938978839,14.1382270018255,14.1143003423316,8.34847246059862,6.1113337338995,9.62509731255731,9.90417182524633,9.56501683650064,4.06688420856822,9.05581126101638,4.36632300455498,14.1626945217059,4.31732079052736,3.92667162297203,3.81642589266308,9.4616841706225,3.32147324492928,3.95480751592317,4.87892314941968,3.87078299173088,5.8074627139549,13.9473235978277,3.44962893967808,4.03028154769211,4.64012844953749,10.8964984043571,3.01645759538456,3.87880523750294,3.05610339027488,9.04006831418909,6.52108930076657,4.43002461141763,3.32923303003896,7.48205325063885,11.336489792395
